ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
82,0.000,0.000,0.008,0.000,C:\Python314\Lib\site-packages\uvicorn\server.py:77(serve)
86,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:241(on_header)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\config.py:347(asgi_version)
82,0.001,0.000,0.008,0.000,C:\Python314\Lib\site-packages\uvicorn\server.py:232(main_loop)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\click\termui.py:507(_interpret_color)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:313(on_message_complete)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:401(__init__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:548(_timeout)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\logging.py:82(get_status_code)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\logging.py:45(color_level_name)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\logging.py:26(<lambda>)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\logging.py:76(<lambda>)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\utils.py:51(get_client_addr)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:238(on_url)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:221(on_message_begin)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\backend_agg.py:57(RendererAgg)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:602(_restart_cancellation_in_parent)
2,0.000,0.000,6.519,3.259,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\basenetworks.py:165(forward)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:137(_unset_keepalive_if_required)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\flow_control.py:26(resume_reading)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\utils.py:58(get_path_with_query_string)
1,0.000,0.000,0.004,0.004,C:\Python314\Lib\site-packages\matplotlib\backends\backend_qtagg.py:1(<module>)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2360(checkpoint_if_cancelled)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2051(release_on_behalf_of)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2379(cancel_shielded_checkpoint)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2936(current_default_thread_limiter)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2001(_notify_next_waiter)
1,0.000,0.000,0.013,0.013,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:625(delayed_destroy)
15,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1678(nametowidget)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3231(_setup)
1,0.000,0.000,0.042,0.042,C:\Python314\Lib\site-packages\matplotlib\backends\backend_tkagg.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:491(FigureManagerTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:649(NavigationToolbar2Tk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:373(Variable)
14,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:696(destroy)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:1961(__aenter__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2021(acquire)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:396(__new__)
2,0.000,0.000,7.886,3.943,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\basenetworks.py:23(forward)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:1964(__aexit__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2010(acquire_on_behalf_of_nowait)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:488(trace_info)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageTk.py:134(__del__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:685(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2048(release)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2348(current_time)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2356(checkpoint)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4320(PhotoImage)
16,0.000,0.000,0.012,0.001,C:\Python314\Lib\site-packages\PIL\ImageTk.py:54(_pyimagingtkcall)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\PIL\ImageMath.py:1(<module>)
24,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2344(current_token)
8,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\heads.py:229(n_fields)
16,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\heads.py:248(n_fields)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\backend_agg.py:524(_BackendAgg)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\backend_tkagg.py:18(_BackendTkAgg)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:308(get_tk_widget)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:423(__str__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\messagebox.py:61(Message)
1,0.000,0.000,0.008,0.008,C:\Python314\Lib\site-packages\matplotlib\backends\backend_gtk4agg.py:1(<module>)
1,0.000,0.000,0.002,0.002,C:\Python314\Lib\site-packages\matplotlib\backends\backend_gtk3agg.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\backend_agg.py:362(FigureCanvasAgg)
1,0.000,0.000,0.002,0.002,C:\Python314\Lib\site-packages\matplotlib\backends\backend_agg.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:190(FigureCanvasTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2703(Grid)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3508(Menu)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:797(_is_dark)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:996(ToolbarTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:796(focus_set)
18,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1846(cget)
7,0.001,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:802(_recolor_icon)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:174(EventType)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1642(_windowingsystem)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1329(winfo_rgb)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1397(winfo_toplevel)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:192(<lambda>)
1,0.000,0.000,0.000,0.000,<string>:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:152(TimerTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:217(Event)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:427(set)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:793(_get_color)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:1100(_BackendTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:635(BooleanVar)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1721(_root)
154,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1737(getint_event)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:883(_Spacer)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1619(_getints)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2403(wm_protocol)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3265(Entry)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4805(PanedWindow)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\JpegImagePlugin.py:343(JpegImageFile)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:951(add_tooltip)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:454(trace_add)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\backend_tkagg.py:8(FigureCanvasTkAgg)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:641(set_window_title)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:569(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:565(StringVar)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:593(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:589(IntVar)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:614(DoubleVar)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\tkinter\__init__.py:1479(update)
34,0.000,0.000,0.001,0.000,C:\Python314\Lib\tkinter\__init__.py:1520(bind)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2100(XView)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2121(YView)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2831(Toplevel)
5,0.000,0.000,0.005,0.001,C:\Python314\Lib\tkinter\__init__.py:2864(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2861(Button)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2911(__init__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3219(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3351(Frame)
2,0.000,0.000,0.001,0.000,C:\Python314\Lib\tkinter\__init__.py:3374(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3371(Label)
14,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:247(filter_destroy)
14,0.000,0.000,0.001,0.000,C:\Python314\Lib\tkinter\__init__.py:2088(__call__)
1,0.000,0.000,0.011,0.011,C:\Python314\Lib\tkinter\__init__.py:2318(wm_iconphoto)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\dialog.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3395(Listbox)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\GifImagePlugin.py:82(GifImageFile)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:151(_VersionInfoType)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:985(RubberbandTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:1074(SaveFigureTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:1081(ConfigureSubplotsTk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:1087(HelpTk)
11,0.000,0.000,0.003,0.000,C:\Python314\Lib\tkinter\__init__.py:1829(configure)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1852(__setitem__)
43,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2082(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2078(CallWrapper)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2569(__getattr__)
1,0.000,0.000,0.002,0.002,C:\Python314\Lib\tkinter\__init__.py:3019(create_image)
1,0.000,0.000,0.013,0.013,C:\Python314\Lib\tkinter\__init__.py:2524(destroy)
1,0.000,0.000,0.002,0.002,C:\Python314\Lib\tkinter\__init__.py:2999(_create)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1299(winfo_pixels)
13,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2605(pack_configure)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2600(Pack)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3354(__init__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4280(__del__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4603(Spinbox)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageTk.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\BmpImagePlugin.py:65(BmpImageFile)
280,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1744(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2249(wm_frame)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2451(wm_withdraw)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2758(BaseWidget)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3655(Radiobutton)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3688(Scale)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\commondialog.py:16(Dialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\simpledialog.py:31(SimpleDialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2438(wm_title)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2459(Tk)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2646(Place)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3216(Checkbutton)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4258(Image)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\filedialog.py:352(SaveAs)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\font.py:100(__str__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2823(Widget)
29,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4278(__str__)
1,0.000,0.000,0.002,0.002,C:\Python314\Lib\tkinter\simpledialog.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3727(Scrollbar)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\simpledialog.py:89(Dialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3641(Menubutton)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:3648(Message)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4205(_setit)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4219(OptionMenu)
17,0.000,0.000,0.002,0.000,C:\Python314\Lib\tkinter\__init__.py:4323(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4583(BitmapImage)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:4781(LabelFrame)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\dialog.py:10(Dialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\simpledialog.py:270(_QueryDialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\simpledialog.py:381(_QueryString)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\GifImagePlugin.py:657(_Frame)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\commondialog.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\filedialog.py:233(LoadFileDialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\filedialog.py:247(SaveFileDialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\filedialog.py:304(_Dialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\filedialog.py:332(Open)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\filedialog.py:359(Directory)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\simpledialog.py:337(_QueryInteger)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\simpledialog.py:359(_QueryFloat)
11,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageTk.py:145(__str__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\filedialog.py:33(FileDialog)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\font.py:50(_set)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\font.py:26(Font)
2,0.000,0.000,0.013,0.007,C:\Python314\Lib\site-packages\PIL\ImageTk.py:43(_get_image_from_kw)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageTk.py:73(PhotoImage)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageTk.py:195(BitmapImage)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PpmImagePlugin.py:163(PpmPlainDecoder)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\GifImagePlugin.py:58(LoadingStrategy)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\BmpImagePlugin.py:327(BmpRleDecoder)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\BmpImagePlugin.py:403(DibImageFile)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PpmImagePlugin.py:57(PpmImageFile)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PpmImagePlugin.py:300(PpmDecoder)
5,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:1290(_sanity_check)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:429(_get_module_lock)
38,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap>:304(acquire)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:372(release)
30,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap>:736(_init_module_attrs)
37,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:1131(find_spec)
30/10,0.001,0.000,0.077,0.008,<frozen importlib._bootstrap>:914(_load_unlocked)
37/10,0.000,0.000,0.079,0.008,<frozen importlib._bootstrap>:1308(_find_and_load_unlocked)
37/10,0.000,0.000,0.080,0.008,<frozen importlib._bootstrap>:1360(_find_and_load)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\inspect.py:2680(__init__)
5,0.000,0.000,0.000,0.000,C:\Python314\Lib\re\_compiler.py:525(_compile_info)
54/32,0.001,0.000,0.063,0.002,<frozen importlib._bootstrap>:1401(_handle_fromlist)
37,0.000,0.000,0.011,0.000,<frozen importlib._bootstrap>:1243(_find_spec)
302,0.003,0.000,0.004,0.000,<frozen importlib._bootstrap_external>:101(_path_join)
25,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:424(_classify_pyc)
50,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:239(cache_from_source)
25,0.000,0.000,0.035,0.001,<frozen importlib._bootstrap_external>:826(get_code)
30,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:560(spec_from_file_location)
37,0.000,0.000,0.010,0.000,<frozen importlib._bootstrap_external>:1255(_get_spec)
25,0.000,0.000,0.022,0.001,<frozen importlib._bootstrap_external>:947(get_data)
1,0.000,0.000,0.000,0.000,<frozen zipimport>:67(__init__)
64,0.001,0.000,0.010,0.000,<frozen importlib._bootstrap_external>:1357(find_spec)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1408(_fill_cache)
28,0.000,0.000,0.000,0.000,<frozen ntpath>:99(join)
25,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:750(create_module)
25,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:457(_validate_timestamp_pyc)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1331(__init__)
25,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:48(_new_module)
155,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:1225(__enter__)
155,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:1229(__exit__)
123,0.000,0.000,0.006,0.000,<frozen importlib._bootstrap_external>:145(_path_stat)
8,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1337(<genexpr>)
30,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:1352(_get_spec)
2,0.000,0.000,0.000,0.000,<frozen os>:778(encodekey)
81,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:648(parent)
64,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:67(_relax_case)
2,0.000,0.000,0.000,0.000,<frozen codecs>:322(decode)
2,0.000,0.000,0.000,0.000,<frozen os>:772(check_str)
37,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:448(cb)
5,0.000,0.000,0.065,0.013,C:\Python314\Lib\importlib\__init__.py:71(import_module)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\enum.py:57(_is_sunder)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\enum.py:68(_is_internal_class)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\enum.py:928(_get_mixins_)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:466(_lock_unlock_module)
37,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:602(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\enum.py:466(__prepare__)
47,0.001,0.000,0.001,0.000,C:\Python314\Lib\enum.py:811(__setattr__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\functools.py:1101(__set_name__)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:79(__init__)
37,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:423(__exit__)
1,0.000,0.000,0.000,0.000,<frozen codecs>:312(__init__)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:74(__new__)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:173(__exit__)
150,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:139(<genexpr>)
25,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:966(path_stats)
5,0.000,0.000,0.000,0.000,<frozen _collections_abc>:392(__subclasshook__)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:82(remove)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:124(setdefault)
31,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:177(_path_isabs)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1220(_path_hooks)
37,0.000,0.000,0.010,0.000,<frozen importlib._bootstrap_external>:1284(find_spec)
252,0.000,0.000,0.000,0.000,C:\Python314\Lib\enum.py:677(__call__)
5,0.000,0.000,0.000,0.000,C:\Python314\Lib\enum.py:1594(__and__)
7,0.000,0.000,0.000,0.000,<frozen ntpath>:222(split)
7,0.000,0.000,0.000,0.000,<frozen genericpath>:157(_splitext)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\json\encoder.py:185(encode)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\re\_parser.py:86(opengroup)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\inspect.py:1134(getsourcelines)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:162(__enter__)
31,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:190(_path_abspath)
5,0.000,0.000,0.010,0.002,<frozen importlib._bootstrap_external>:1051(create_module)
5,0.000,0.000,0.008,0.002,<frozen importlib._bootstrap_external>:1059(exec_module)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\re\_compiler.py:412(_simple)
49,0.000,0.000,0.000,0.000,C:\Python314\Lib\re\_parser.py:168(__getitem__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\json\encoder.py:105(__init__)
30,0.000,0.000,0.011,0.000,<frozen importlib._bootstrap>:809(module_from_spec)
72,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1233(_path_importer_cache)
1,0.000,0.000,0.000,0.000,<frozen ntpath>:80(isabs)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\json\__init__.py:185(dumps)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\_py_warnings.py:240(_formatwarnmsg)
38,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:158(__init__)
32,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:164(_path_isfile)
37,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:415(__init__)
89/15,0.000,0.000,0.071,0.005,<frozen importlib._bootstrap>:483(_call_with_frames_removed)
