ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
66,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:167(<genexpr>)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:597(_get_data_path)
36,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:169(__getitem__)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:1334(is_math_text)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\rcsetup.py:151(validate_bool)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\rcsetup.py:163(validate_axisbelow)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\rcsetup.py:272(validate_backend)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:2141(__init__)
1362,0.001,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:100(check_in_list)
5,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:179(pop)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:317(_remove_proxy)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:681(_set)
59,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:79(<genexpr>)
150,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:152(__init__)
518,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:1860(_str_equal)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2065(__init__)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:2207(_changed)
54,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:154(_crc32)
150,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:259(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2184(_setup_new_guiapp)
2,0.000,0.000,0.128,0.064,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_hr.py:23(fill_cif)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:54(__get__)
2724,0.001,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:701(_get)
182,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:1354(_val_or_rc)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:260(method)
35,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:129(__hash__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:635(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:639(clear)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:648(__len__)
184,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:1342(is_interactive)
58,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:871(get_siblings)
123,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:224(is_color_like)
123,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:243(_check_color_like)
36,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:201(call)
11,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:305(_connect_picklable)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2077(add)
304,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:219(_is_nth_color)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:237(_has_alpha_channel)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageFile.py:184(__exit__)
13,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:120(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:123(__call__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:2175(vmin)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:2186(vmax)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:163(__init__)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:1643(<lambda>)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageFile.py:173(__enter__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\scale.py:95(limit_range_for_scale)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\scale.py:113(__init__)
54,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:1347(_to_unmasked_float_array)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:386(__init__)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:980(load_prepare)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:126(__eq__)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:133(_weak_or_strong_ref)
15,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:192(__iter__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:1744(sanitize_sequence)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:207(_sanitize_extrema)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:2179(vmin)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:2190(vmax)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:998(copy)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:194(close)
18,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:750(_accept)
32,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2315(_is_torch_array)
32,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2327(_is_jax_array)
5,0.000,0.000,0.066,0.013,C:\Python314\Lib\site-packages\matplotlib\backends\registry.py:302(load_backend_module)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:358(<genexpr>)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\scale.py:718(scale_factory)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:233(frozen)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageFile.py:429(load_prepare)
195,0.000,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2342(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\cycler\__init__.py:334(__len__)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageFile.py:97(_tilesort)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:791(null)
54/6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2371(_invalidate_internal)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageFile.py:364(<lambda>)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:471(set_usetex)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:1714(nonsingular)
508/434,0.001,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:165(_invalidate_internal)
195,0.000,0.000,0.004,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2499(composite_transform_factory)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:2110(_staircase)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:780(frozen)
78,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:805(from_extents)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:922(update_from_data_xy)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1837(is_separable)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2401(<lambda>)
414,0.003,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:180(set_children)
152,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2028(translate)
78,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2576(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2634(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\scale.py:132(get_transform)
24,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:191(set_axis)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:536(set_useLocale)
808,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:109(__init__)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:2056(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1927(get_matrix)
434,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:156(invalidate)
109,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1887(__init__)
21,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2318(blended_transform_factory)
35,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2667(__init__)
76,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:240(x0)
76,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:250(y0)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:330(intervalx)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:339(intervaly)
77,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:786(unit)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1010(minposx)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1025(minposy)
157,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:750(__init__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:528(__init__)
10,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:258(_set_locator)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:2916(__init__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1702(__init__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2185(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:490(set_useOffset)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:325(max)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:348(width)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:354(height)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:796(from_bounds)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:977(intervalx)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:982(intervaly)
195,0.000,0.000,0.004,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1341(__add__)
76,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1996(rotate_deg)
577,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:196(<lambda>)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\path.py:211(vertices)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\path.py:223(codes)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\path.py:242(simplify_threshold)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\path.py:254(should_simplify)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:995(minpos)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2117(get_matrix)
354,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1770(__init__)
160,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1040(get_points)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1757(<lambda>)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1758(<lambda>)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1759(<lambda>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1783(transform)
126,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:738(set_figure)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cm.py:94(__getitem__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:226(_set_cmap)
3298/2867,0.002,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:315(stale)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1105(set_label)
16,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1049(get_path)
80,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:275(_set_fillstyle)
386,0.002,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1233(score_stretch)
386,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1269(score_size)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:826(rotation_point)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:53(__init__)
2,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:65(_scale_norm)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:967(get_extent)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:934(set_math_fontfamily)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:592(_check_exclusionary_keywords)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:1946(get_width_height)
69,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:824(set_weight)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:850(set_stretch)
6,0.000,0.000,0.014,0.002,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1293(findfont)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\cycler\__init__.py:416(by_key)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cm.py:284(_ensure_cmap)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1013(set_alpha)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:772(_add_axes_internal)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:3554(export)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:292(changed)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:584(changed)
248,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:102(_stale_axes_callback)
131,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:435(set_transform)
177,0.000,0.000,0.007,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1237(set)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:650(__init__)
117,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1055(set_visible)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\cycler\__init__.py:185(keys)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:466(colorbar)
652,0.002,0.000,0.005,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:414(pchanged)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:918(set_clip_on)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:603(_get_colorizer)
180,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:268(convert_xunits)
180,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:280(convert_yunits)
343,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:723(get_figure)
96,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:662(set_data)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1261(set_markeredgewidth)
2,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:215(autoscale_None)
2,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:334(_scale_norm)
176,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:297(axes)
17,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:766(set_clip_box)
38,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1124(set_zorder)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:87(norm)
1244,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:292(axes)
17,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:427(is_transform_set)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:598(set_url)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:853(get_visible)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:904(get_clip_path)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1088(set_in_layout)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1101(get_label)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1140(sticky_edges)
15,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1362(get_mouseover)
177,0.000,0.000,0.007,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:146(<lambda>)
57,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1215(update)
233,0.000,0.000,0.010,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1226(_internal_update)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1231(set_markeredgecolor)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1241(set_markerfacecolor)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:555(draw_if_interactive)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:330(changed)
1,0.000,0.000,0.219,0.219,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:548(new_figure_manager)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:752(set_transform)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1061(set_antialiased)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1073(set_color)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:520(set_pickradius)
32,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1203(set_marker)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:448(backend_mod)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1120(set_gapcolor)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1276(set_markersize)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1375(set_dash_joinstyle)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1391(set_solid_joinstyle)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1423(set_dash_capstyle)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1439(set_solid_capstyle)
80,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:220(__init__)
3,0.000,0.000,0.066,0.022,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:358(_get_backend_mod)
2,0.000,0.000,0.014,0.007,C:\Python314\Lib\site-packages\matplotlib\image.py:673(set_data)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:565(set_markevery)
32,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:272(get_fillstyle)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:449(_set_nothing)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1085(set_drawstyle)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1143(set_linewidth)
2,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\image.py:303(set_alpha)
1,0.000,0.000,0.015,0.015,C:\Python314\Lib\site-packages\matplotlib\_pylab_helpers.py:68(destroy_fig)
75,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:995(set_color)
127,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:89(_scale_dashes)
120,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1290(set_xdata)
120,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1309(set_ydata)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:712(set_interpolation)
49,0.000,0.000,0.010,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:104(__init__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\hatch.py:182(_validate_hatch_pattern)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:700(__hash__)
386,0.003,0.000,0.004,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1251(score_weight)
62,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:677(_from_any)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:444(set_linestyle)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:748(__init__)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1251(set_markerfacecoloralt)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:91(bubble)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:1187(_process)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:2642(notify_axes_change)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:756(_set_tickleft)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:762(_set_tickright)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:770(_set_tickup)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:776(_set_tickdown)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:740(set_interpolation_stage)
65,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1227(set_rotation)
80,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:792(_convert_units)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:1131(get_fignums)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:765(set_resample)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:294(get_shape)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:799(set_filterrad)
2,0.000,0.000,0.004,0.002,C:\Python314\Lib\site-packages\matplotlib\image.py:867(__init__)
65,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:298(set_rotation_mode)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:3261(update)
109,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1010(set_horizontalalignment)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:782(set_filternorm)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\image.py:290(get_size)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:1182(__init__)
